url,title,address,rent,management_fee,deposit,key_money,floor,floor_plan,area,building_age,building_size,nearest_station,distance_to_nearest_station,avg_distance_to_stations,avg_rent_by_station,avg_rent_by_floor_plan,count_listings_per_station,count_listings_per_floor_plan,anomaly_label,anomaly_score
https://suumo.jp/chintai/jnc_000106508086/?bc=100502053004,ルクレ高田馬場,東京都新宿区高田馬場３,169000.0,15000.0,,169000.0,2,1K,30.38,7,6,高田馬場駅,5,10.00,151619.57,98445.68,276,1447,1,0.11970717806908043
https://suumo.jp/chintai/jnc_000106843853/?bc=100504454977,パークアクシス高田馬場,東京都豊島区高田３,205000.0,10000.0,205000.0,205000.0,9,1LDK,39.05,18,14,高田馬場駅,5,10.33,151619.57,170377.07,276,811,1,0.045741490844380894
https://suumo.jp/chintai/jnc_000102077604/?bc=100505897638,ルーブル高田馬場,東京都新宿区高田馬場４,80000.0,10000.0,,80000.0,2,1K,20.25,23,5,高田馬場駅,9,11.67,151619.57,98445.68,276,1447,1,0.13487306213188716
https://suumo.jp/chintai/jnc_000106381578/?bc=100500656575,ASTILE高田馬場,東京都新宿区高田馬場３,196000.0,20000.0,196000.0,,4,1LDK,42.48,2,5,高田馬場駅,7,7.67,151619.57,170377.07,276,811,1,0.07331893270383777
https://suumo.jp/chintai/jnc_000106381578/?bc=100500656575,ASTILE高田馬場,東京都新宿区高田馬場３,196000.0,20000.0,196000.0,,5,1LDK,42.48,2,5,高田馬場駅,7,7.67,151619.57,170377.07,276,811,1,0.061203334787397645
https://suumo.jp/chintai/jnc_000105496288/?bc=100499589094,ＪＲ山手線 高田馬場駅 15階建 築17年,東京都新宿区高田馬場３,159000.0,15000.0,159000.0,159000.0,4,1DK,32.77,17,15,高田馬場駅,4,10.67,151619.57,130743.78,276,402,1,0.11463312651834173
https://suumo.jp/chintai/jnc_000106172718/?bc=100499804444,リヴアンフルール,東京都新宿区下落合１,154000.0,10000.0,154000.0,154000.0,4,1DK,28.57,0,7,高田馬場駅,8,11.67,151619.57,130743.78,276,402,1,0.14523138050065598
https://suumo.jp/chintai/jnc_000106817661/?bc=100504181033,ＪＲ山手線 高田馬場駅 15階建 築17年,東京都新宿区高田馬場３,201000.0,15000.0,201000.0,201000.0,11,1LDK,47.4,17,15,高田馬場駅,4,10.67,151619.57,170377.07,276,811,1,0.026713382169889888
https://suumo.jp/chintai/jnc_000106837388/?bc=100504603823,ＪＲ山手線 高田馬場駅 2階建 築29年,東京都新宿区高田馬場４,97000.0,3000.0,97000.0,97000.0,1,1K,26.22,29,2,高田馬場駅,3,11.00,151619.57,98445.68,276,1447,1,0.11510571213344023
https://suumo.jp/chintai/jnc_000104844245/?bc=100488621972,Ｃｒｅｓｔ高田馬場,東京都新宿区高田馬場４,194000.0,6000.0,194000.0,194000.0,1,1LDK,39.83,10,3,高田馬場駅,3,10.33,151619.57,170377.07,276,811,1,0.10784738576647551
https://suumo.jp/chintai/jnc_000106476554/?bc=100505305220,ビクタス高田馬場,東京都新宿区高田馬場４,64000.0,3000.0,64000.0,64000.0,1,1R,9.36,14,2,高田馬場駅,6,10.67,151619.57,82826.39,276,879,1,0.08684870576716414
https://suumo.jp/chintai/jnc_000105458781/?bc=100493861781,コーポアルプ,東京都新宿区高田馬場４,100000.0,6500.0,100000.0,100000.0,1,1DK,30.48,40,5,高田馬場駅,2,7.33,151619.57,130743.78,276,402,1,0.11976810669145893
https://suumo.jp/chintai/jnc_000106439424/?bc=100501574214,グローリオシェルト高田馬場,東京都新宿区高田馬場４,161000.0,8000.0,,,2,1LDK,30.09,0,4,高田馬場駅,10,11.00,151619.57,170377.07,276,811,1,0.11309642720099417
